YPH,Tmin,Tmax,RH830,RH1430,RF,Rday,S,Sday,W,S830,S1430,Sm,ETo,clud,Kc,erf,Tphoto,Tnicto
794.58,10.86666667,25.33333333,83.66666667,63.46666667,204.1,7,8.957083232,79,1.68944625,11.98347778,12.07747222,0.800175278,97.33994596,0.945442439,111.9409379,163.28,21.71666667,14.48333333
802.87,15.46666667,28.3,86.56666667,66,227.9,17,8.838228955,79,1.7541825,11.89357778,11.96386111,0.730003889,126.0858727,1.329602643,144.9987536,182.32,25.09166667,18.675
782.04,16.5,23.16666667,93.3,85.5,1463.7,58,4.651767495,31,2.28148125,14.14992222,14.24509259,0.820978241,76.13420356,3.340076015,87.55433409,1170.96,21.5,18.16666667
920.97,15.2,24.23333333,91.46666667,83.86666667,442.1,38,8.130707124,72,2.0509575,12.60758519,12.72856481,0.898267593,84.5305819,2.40734721,97.21016919,353.68,21.975,17.45833333
845.46,12.16666667,27.16666667,89.73333333,81.3,39.2,4,9.502775964,87,1.92705,13.2778037,13.39731481,0.880478056,95.98401429,0.949777758,110.3816164,31.36,23.41666667,15.91666667
684.09,16.63333333,29.86666667,87.03333333,77.36666667,124.4,17,9.176901268,84,1.86759375,13.09537037,13.20285185,0.835899815,137.1636093,1.038895327,157.7381507,99.52,26.55833333,19.94166667
583.96,16.86666667,23.7,94.8,89.4,1665,66,3.961993712,23,2.37987375,14.3798037,14.49743519,0.869126389,81.91102407,3.218184935,94.19767768,1332,21.99166667,18.575
574.35,15.2,24.43333333,93.66666667,82.33333333,519.2,36,7.867240116,68,2.07289125,12.66948889,12.79334259,0.918868056,82.62438382,2.256462,95.01804139,415.36,22.125,17.50833333
731.6,11.96666667,26.43333333,90.1,63.16666667,93.5,9,9.322592325,87,1.73746125,13.03425556,13.12998148,0.846980741,101.1669484,1.139561154,116.3419907,74.8,22.81666667,15.58333333
630.56,15.43333333,27.2,90.66666667,70.43333333,422.8,34,8.180408983,72,1.88685375,12.36816667,12.43588889,0.758801852,125.8960972,1.666418637,144.7805117,338.24,24.25833333,18.375
637.69,15.96666667,23.33333333,94.8,90.23333333,1404.5,63,4.855131917,34,2.3405475,13.10987778,13.21566667,0.866484444,87.00657169,2.970241157,100.0575574,1123.6,21.49166667,17.80833333
699.67,15.16666667,24.36666667,95.93333333,89.86666667,502.2,39,7.925612219,69,2.179965,12.35502222,12.48341667,0.930155278,84.45275811,2.346718582,97.12067183,401.76,22.06666667,17.46666667
712.34,11.53333333,26.26666667,91.4,71.7,49.3,6,9.476059793,86,1.83986625,12.53709259,12.65782407,0.914109444,96.55448313,0.840509646,111.0376556,39.44,22.58333333,15.21666667
711.97,15.96666667,28.16666667,85.46666667,64.33333333,157.9,24,9.074692516,84,1.70989125,12.95001481,13.02668519,0.771836389,134.4015722,1.31416224,154.561808,126.32,25.11666667,19.01666667
752.98,16.03333333,22.8,94.4,90.3,1414.8,68,4.822401564,34,2.33878125,14.21401111,14.31408333,0.828863704,85.0313229,3.316156577,97.78602133,1131.84,21.10833333,17.725
770.69,15.06666667,26.06666667,90.96666667,68.1,329.6,34,8.505184276,76,1.8466725,12.53691481,12.65039815,0.887288611,92.35994084,1.593668503,106.213932,263.68,23.31666667,17.81666667
750.98,11.33333333,26.56666667,90.43333333,64.3,92.8,4,9.327475294,84,1.75388625,12.36394444,12.43926852,0.785121389,105.0424468,0.823461508,120.7988138,74.24,22.75833333,15.14166667
747.09,16.36666667,28.93333333,88.16666667,68,234.8,15,8.807073023,81,1.79580375,13.06666296,13.13688889,0.769140926,134.2949802,1.30992315,154.4392272,187.84,25.79166667,19.50833333
706.16,16.03333333,23.46666667,98.33333333,89.5,1469.9,73,4.631494532,31,2.3842875,14.13432593,14.23427778,0.848514167,83.27773472,3.104607859,95.76939492,1175.92,21.60833333,17.89166667
747.05,16.2,25.96666667,92.73333333,75.4,357.8,33,8.404018004,74,1.95384375,12.82838148,12.94392593,0.913132407,89.03460685,2.219228056,102.3897979,286.24,23.525,18.64166667
708.59,11.56666667,27.43333333,86.6,54.9,31.6,4,9.530314865,87,1.5934125,13.58914815,13.66894444,0.799227037,102.7638862,0.804633316,118.1784691,25.28,23.46666667,15.53333333
638.17,15.46666667,30.03333333,83.4,58.8,206.4,20,8.902753477,80,1.63333125,12.61570741,12.6647963,0.694062222,142.9196974,1.09545818,164.357652,165.12,26.39166667,19.10833333
695.36,16.33333333,23.73333333,95.8,86.86666667,1323.3,64,5.127722981,38,2.29861125,14.05327037,14.14293519,0.801151852,89.92871374,3.203094346,103.4180208,1058.64,21.88333333,18.18333333
692.11,15.1,25.3,91.6,77.5,357.2,33,8.414893882,75,1.964805,12.88002593,12.99357407,0.888996481,93.58431745,2.153590662,107.6219651,285.76,22.75,17.65
618.84,11.4,27.33333333,92.16666667,75,13.3,3,9.593945815,90,1.87876125,12.65024815,12.75185185,0.853346481,109.4649509,0.829483606,125.8846936,10.64,23.35,15.38333333
569.62,15.8,29.93333333,89,68.66666667,74.4,9,9.350946669,85,1.782555,12.98415556,13.07242593,0.814471019,138.9160776,1.003748361,159.7534893,59.52,26.4,19.33333333
